epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,pose,lr
2,5,1.157239,1.157239,100.0448,0.000000,0.000000,0.000000,0.000000,0.00097553
2,6,1.113424,1.113424,96.2628,0.000000,0.000000,0.000000,0.000000,0.00097553
2,42,1.260778,1.260778,97.3621,0.000000,0.000000,0.000000,0.000000,0.00097553
2,43,1.287336,1.287336,102.5231,0.000000,0.000000,0.000000,0.000000,0.00097553
2,44,1.229047,1.229047,105.4717,0.000000,0.000000,0.000000,0.000000,0.00097553
2,45,1.311499,1.311499,102.9689,0.000000,0.000000,0.000000,0.000000,0.00097553
2,46,1.279509,1.279509,96.6387,0.000000,0.000000,0.000000,0.000000,0.00097553
2,47,1.149296,1.149296,98.8826,0.000000,0.000000,0.000000,0.000000,0.00097553
2,84,1.196932,1.196932,100.1356,0.000000,0.000000,0.000000,0.000000,0.00097553
2,85,1.187258,1.187258,99.7617,0.000000,0.000000,0.000000,0.000000,0.00097553
2,86,1.098084,1.098084,97.9006,0.000000,0.000000,0.000000,0.000000,0.00097553
2,87,1.112243,1.112243,99.3630,0.000000,0.000000,0.000000,0.000000,0.00097553
2,88,1.046641,1.046641,102.7352,0.000000,0.000000,0.000000,0.000000,0.00097553
2,89,1.081172,1.081172,91.5175,0.000000,0.000000,0.000000,0.000000,0.00097553
2,126,1.512352,1.512352,79.1047,0.000000,0.000000,0.000000,0.000000,0.00097553
2,127,0.959971,0.959971,92.2379,0.000000,0.000000,0.000000,0.000000,0.00097553
2,128,1.250559,1.250559,105.0341,0.000000,0.000000,0.000000,0.000000,0.00097553
2,129,1.026470,1.026470,96.8781,0.000000,0.000000,0.000000,0.000000,0.00097553
2,130,1.032054,1.032054,103.3821,0.000000,0.000000,0.000000,0.000000,0.00097553
2,131,0.994763,0.994763,81.1162,0.000000,0.000000,0.000000,0.000000,0.00097553
2,167,1.459619,1.459619,87.6925,0.000000,0.000000,0.000000,0.000000,0.00097553
